,category,value,ques,ans
8291,the small stuff,$1000,a href http www j archiv com medium two thousand and five ten twenty-six j ten jpg target blank kelli of the clue crew show a hair under a magnifi glass in the chemistri lab a thi technolog of endless possibl ha been defin a use structur le than one thousandth the width of a a href http www j archiv com medium two thousand and five ten twenty-six j 10a jpg target blank hair a,nanotechnolog
8292,toy game,$600,it 's the classic naval combat game from milton bradley,battleship
8293,an octob first fest,$800,"one thousand, nine hundred and fourteen thi countri close the dardanel waterway to alli ship",turkey
8294,liszt,$200,franz liszt alway claim that thi great german compos saw him perform a a child kiss him on the forehead,beethoven
8295,the state she govern,$400,"ann richard one thousand, nine hundred and ninety-one one thousand, nine hundred and ninety-five",texa
8296,the novel of h g well,$800,"in an one thousand, eight hundred and ninety-seven work a man discov hi refract index can be chang to that of air make him thi type of man",invis
8297,everyday hero,$1000,there are mani hero in our militari we pick staff sgt michael keller at bagram afb in thi countri in two thousand and nine thank,afghanistan
8298,teuton,$800,"hermann von salza reign over the knight from one thousand, two hundred and ten to one thousand, two hundred and thirty-nine with thi titl like one a chess expert might have",grandmast
8299,string,$400,thi toy is a rudimentari airfoil whose height is control by play out the string,kite
8300,g whiz,$200,"the first success for the theater of the absurd a one thousand, nine hundred and fifty-two samuel beckett play is about thi titl figur",godot
8301,a quintet of quot,$800,in an 18th c quip when a man is to be hang in a fortnight it doe thi to hi mind wonder,concentr
8302,the new york time travel,$400,while the natur wonder clear your mind thi least afford state will clear your wallet,hawaii
8303,compound in action,$200,a href http www j archiv com medium two thousand and six ten twenty-three j seven jpg target blank cheryl of the clue crew report from insid a scienc lab a when hydrogen sulfid in the air react with silver it creat a a href http www j archiv com medium two thousand and six ten twenty-three j 07a jpg target blank coat a call silver sulfid better known by thi one word,tarnish
8304,you onli need to buy one vowel,$400,when both peopl pay for dinner on a date they go thi nation home alon probabl,dutch
8305,the english beat,$800,you 'll find the cavern club at ten mathew street in thi port citi how fab,liverpool
8306,gold silver or bronz,$400,thi wa often found under the lone ranger,silver
8307,u s biz,$400,new releas from thi co includ the one hundred and eighty-five jordan winter spiz'ik men 's shoe yeah i said spiz'ik what what,nike
8308,"the one thousand, nine hundred and seventy music scene",$400,"in one thousand, nine hundred and seventy-four paul mccartney form a new version of thi group with drummer geoff britton guitarist jimmi mcculloch",wing
8309,old testament name,$200,oddli hi name mean dove not he of the big fish,jonah
8310,name in the old testament,$1000,in genesi she pose a her husband 's sister when they travel to egypt,sarah
8311,the environ,$1000,the epa declar a public health emerg at the mine town of libbi montana due to fiber of thi,asbesto
8312,easi molecular biolog,$1000,linu paul use x ray crystallographi to studi the pattern of keratin in thi bodi part,hair
8313,the olymp game,$600,sprinter merlen ottey an eight time olymp medalist repres thi caribbean nation in competit,jamaica
8314,i'm a believ,$600,in thi religion whose name is deriv from a river in india,hinduism
8315,matt icul,$1000,"a success brewer matthew vassar open hi namesak colleg for woman in one thousand, eight hundred and sixty-one in thi n y citi",poughkeepsi
8316,ter ma nator,$600,from the sanskrit for duti one of it dhefinit is the teach of the buddha,dharma
8317,david,$600,david succeed thi man a the leader of israel around one thousand and ten b c,saul
8318,state capit,$800,rosa park help make thi citi the birthplac of the civil right movement,montgomeri
8319,zip it,$800,"to ninety-three thousand, three hundred and eight to send it to thi california citi that gave it name to a countri music sound",bakersfield
8320,financi matter,$800,term for the interest rate on a bond a well a a piec of paper that lower your groceri bill,coupon
8321,florida citi,$600,just like it italian namesak it ha canal criss cross the citi,venic
8322,other statu of liberti,$1000,for our nation 's centenni religi liberti wa hous in thi eastern citi 's fairmount park,philadelphia
8323,car,$800,actor paul hogan appear in ad for it outback model,subaru
8324,i'd rather not,$200,accord to tradit robin hood wa born in thi english place,nottingham
8325,the mate rx,$600,in the iliad thi goddess anoint herself with ambrosi sweet oliv oil to seduc her husband zeu,hera
8326,u s state,$400,it dairi industri is the largest in new england,vermont
8327,massachusett gener hospit,$400,jimmi of the clue crew stand in front of a piec of apparatu massachusett gener is the onli place where pet scan and thi imag use one machin the combin in three d imag give inform faster in brain cancer patient minim the time between detect and treatment,mri
8328,first name,$200,we kidd you not it 's the first name of english pirat dampier kidd,william
8329,food drink,$200,antioxid properti in the red type of thi drink such a a merlot may reduc heart diseas,wine
8330,atom,$400,earli atom theorist democritu said thi color result from smooth flat atom that cast no shadow,white
8331,papal peopl,$200,two thousand and five xvi,benedict
8332,ye,$600,zip a dee doo when in moscow say ye in russian like thi,da
8333,part of the whole,$200,the husk silk kernel cob make up thi,corn
8334,there is a season,$600,from may one two thousand and ten to march six two thousand and eleven both larg smallmouth type of thi fish were in season in wisc 's southern zone,bass
8335,godfath of sole,$800,"in one thousand, nine hundred and sixty-four a german shoemak name karl creat these sandal seen here",birkenstock
8336,octoberfeast,$1000,tast of thi southern citi is an annual event also the name of a gift basket with rice benn wafer,charleston
8337,suv,$600,subaru ha a seven passeng suv name for thi manhattan neighborhood that 's home to a film festiv,tribeca
8338,last name' the same,$400,oracular omaha resid warren margaritavil resid jimmi,buffett
8339,basic spanish,$800,a part of the bodi corazon,heart
8340,mytholog,$1000,set the evil brother of thi egyptian god trick him into lie down in a chest it becam hi coffin,osiri
8341,i'll take the countri from here thank,$800,asif ali zardari from pervez musharraf,pakistan
8342,major music work,$200,thi first season of vivaldi 's four season is in e major,spring
8343,fashion,$200,wedgi should be worn onli on these bodi part,foot
8344,poet poetri,$400,"odysseu elyti a poet from thi countri won the one thousand, nine hundred and seventy-nine nobel prize for literatur",greec
8345,of e den,$1000,cryptic name cryptogram machin use by the nazi,enigma
8346,sport bio,$400,"thi american 's career grand slam began with hi victori at wimbledon in one thousand, nine hundred and ninety-two",agassi
8347,colleg footbal quot,$600,auburn 's shug jordan alway rememb thi guy wa a forty point favorit over david,goliath
8348,ola,$600,it 's the medic term for measl that fit the categori,rubeola
8349,state the senat,$600,"the gentleman seen a href http www j archiv com medium two thousand and eleven six twenty-one j twenty-eight jpg target blank here a won a seat for thi state in one thousand, nine hundred and eighty-four",tennesse
8350,shoe crossword clue,$600,soft shoe to walk a mile in nine,moccasin
8351,i need a snack,$1000,i 'll have two of chicken of the sea 's new peel eat cup cajun tuna skinless boneless pink thi,salmon
8352,a mighti wind,$200,"in one thousand, nine hundred and fifty-one they call the wind thi in paint your wagon but m carey might challeng the spell",maria
8353,"one thousand, eight hundred and sixty-seven",$600,on octob eighteen ownership of thi territori wa transfer from russia to the unit state,alaska
8354,a wine wine situat,$400,sec on a wine bottl mean that what you 're about to consum is thi other three letter word,dri
8355,let' call tripl a,$600,god requir adult muslim to fast dure thi month so they may cultiv pieti,ramadan
8356,the human bodi,$800,the thyroid gland straddl the trachea also call thi,windpip
8357,wanna bet ?,$1000,in thi fanci schmanci card game it 's just who get closest to a total of nine who win,baccarat
8358,let' speak portugues,$800,a href http www j archiv com medium two thousand and eight nine ten j twenty-nine jpg target blank sarah of the clue crew examin some cloth in the market a feira is market a in the feira hippi where i'm shop thi day of the week is segunda feira or second market day,monday
8359,sculptor,$400,"thi cubist 's sheet metal wire guitar from one thousand, nine hundred and twelve thirteen wa made to hang on a wall like a paint",picasso
8360,our feather friend,$600,true lovebird are found on the african mainland thi largest african island,madagascar
8361,khomeini khamenei or khatami,$400,"die in one thousand, nine hundred and eighty-nine",khomeini
