,category,value,ques,ans
3395,it happen in '99,$200,"in one thousand, seven hundred and ninety-nine he overthrew the directori becam first consul",napoleon
3396,green t,$1000,thi republ of west africa with a four letter name ha three green stripe on it flag repres it natur resourc,togo
3397,neat she,$1000,a href http www j archiv com medium two thousand and ten six sixteen j twenty-five jpg target blank jayma may a play a germophob guidanc counselor on thi fox seri,glee
3398,lost in space,$200,while make repair on the intl space station scott parazynski lost a needl nose pair of these,plier
3399,i'm be sent to kyrgyzstan,$1000,note author aytmatov captur kyrgyz geographi in tale of mountain and these semiarid plain,stepp
3400,your friendli militari recruit,$1000,sorri ladi some armi job under thi six letter categori like cannon crewmemb are off limit,combat
3401,literari pet,$1000,littl swan littl bear greenfinch are some of the goat of thi johanna spyri lass,heidi
3402,constantinopl,$200,"constantinopl offici becam thi citi in one thousand, nine hundred and thirty",istanbul
3403,down the hatch,$200,if you 're hunt by scent it 's where you want to be rel to your prey,downwind
3404,19th centuri america,$200,"in one thousand, eight hundred and three thi buckey state enter the union the first state in which slaveri wa illeg from the outset",ohio
3405,quasi stupid answer,$1000,thi acronym refer to a famili with a singl incom two child an oppress mortgag,sitcom
3406,also a magazin,$1000,for exampl be just and fear not,maxim
3407,here' some advic,$1000,virtu is it own thi,reward
3408,the british are differ,$1000,great britain is offici divid into these like hampshir other shire s,counti
3409,biblic quot,$1000,genesi thirty-seven thirty-one say that sibl took hi coat and kill a kid of the goat and dip the coat in the blood,joseph
3410,give me a k,$1000,the color of a href http www j archiv com medium two thousand and seven seven twenty-three j twelve jpg target blank hawaii pacif univers a are columbia blue and thi shade of green,kelli
3411,archaic word,$1000,fred of limp bizkit might know it 's an outdat past ten of dare,durst
3412,get a cl ue,$1000,he becam emperor of rome after caligula wa murder,claudiu
3413,colleg athlet,$1000,"sinc one thousand, nine hundred and fifty thi citi 's rosenblatt stadium ha been host to the colleg basebal world seri",omaha
3414,he wa presid when,$1000,the u s battleship main explod in havana harbor,mckinley
3415,famou quot,$200,vice presid tho r marshal wa the man who said what thi countri need is a good five cent one of these,cigar
3416,group,$1000,"the congression hispan one wa found in one thousand, nine hundred and seventy-six",caucu
3417,sport,$1000,home of the traver stake thi n y racetrack is north america 's oldest continu oper track,saratoga
3418,govern polit,$200,with fifty-four thi state 's elector vote repres slightli more than ten of the total five hundred and thirty-eight,california
3419,thi week in god,$1000,it 's thursday i had to work sixteen hour today guess i 'll pray to nyx the greek goddess of thi,night
3420,am i blue ?,$1000,in part becaus of the popular of sushi sashimi thi varieti of tuna can sell for fifty a pound,bluefin
3421,avenu q,$200,"nestl introduc thi drink product in one thousand, nine hundred and forty-eight to compet with ovaltin",quik
3422,record loss in two thousand and five,$200,a comput with ninety-eight zero name ssn wa report stolen from thi oldest campu of the univ of calif,berkeley
3423,if it ain't got that swing,$200,an athlet who is swing for the fenc is play thi sport,basebal
3424,fruit,$200,it seed can be roast salt eaten a snack have been spit for a guin record,watermelon
3425,a trasheri of ogden nasheri,$200,nash coin the word cleopatricid in hi quatrain about thi snake,asp
3426,t three,$1000,to creat an opera you need a compos thi person who write or adapt the text,librettist
3427,globetrot,$200,abercrombi kent offer these african journey founder geoffrey kent wa born on one in zambia,safari
3428,wanna see my pad ?,$1000,found on some laptop it 's an altern to a mous,touchpad
3429,quot,$200,seneca wrote what fool these mortal be centuri befor thi dramatist,shakespear
3430,"world leader one thousand, eight hundred and seventy-one",$1000,the ninth pope with thi name wa the pontiff,piu
3431,the quotabl ben franklin,$1000,three may keep a secret if two of them are thi,dead
3432,the dread oprah categori,$1000,mogul oprah co found thi medium compani a breath of fresh air with it woman 's cabl network,oxygen
3433,three littl letter,$200,like bank mani groceri store now have these for dispens cash take deposit,atm
3434,jewel,$1000,the american rubi the cape rubi are not rubi but red varieti of thi miner,garnet
3435,p lace on the map,$200,on the liberti bell thi state 's name is miss one of it n s,pennsylvania
3436,edibl state symbol,$1000,bake navi bean chocol chip cooki cranberri juic,massachusett
3437,farm,$200,round squar big squar are type of thi machin that put out tie bundl of hay,baler
3438,king queen or jack,$1000,the one flown on the bow of a british ship,jack
3439,geek squad,$1000,a href http www j archiv com medium two thousand and eight six eleven j thirty jpg target blank a geek indic a comput port a today it 's easi connect devic by use usb older comput use two type of port parallel thi one,serial
3440,r ock music,$200,titl adject describ dion 's sue,runaround
3441,foreign anatomi,$200,if a hungarian 's haj thi is too hosszu long it may be time for a trim,hair
3442,welcom back,$1000,an explos surg in a fire produc by the sudden inrush of oxygen mix with superh gase,backdraft
3443,a win win situat,$1000,chicago suburb on the shore of lake michigan,winnetka
3444,that' soup er,$200,it 's the geograph name for tomato base clam chowder,manhattan
3445,sport term,$200,fletch bow bull 's eye,archeri
3446,notabl woman,$200,ding ling who wrote about independ brave woman wa one of thi countri 's most popular author,china
3447,h ealth medicin,$1000,it 's the surgic remov of the uteru,hysterectomi
3448,you beast,$1000,russian circus often featur these anim a nation symobol train in the art of juggl with their foot,bear
3449,half a nice day,$200,if you 're a half pint you 've got thi mani ounc,eight
3450,anim in literatur,$1000,blake ask and wa thi holi anim of god on england 's pleasant pastur seen ?,lamb
3451,sew,$200,the direct of thread in a fabric is call thi like the pattern of fiber in wood,grain
3452,it' australia mate,$200,the loud australian bird known a a kookaburra is also known a thi laugh equin,jackass
3453,the virtu,$1000,thi virtu is also a name of a rhode island island of prim cautiou woman,prudenc
3454,choos your weapon,$1000,put descart befor the hors is an exampl of one of these groan up wittic,pun
3455,airport code,$200,ronald reagan washington nation airport ha the code dca but is locat in thi state,virginia
3456,secret of the cia,$200,the one day teenag in the kitchen cours focus on thi food the dough for it,pizza
3457,movi remak,$1000,the remak had ben stiller the kid,heartbreak
3458,plead the fifth,$200,the chine believ that five element influenc daili life metal wood earth fire thi,water
3459,out west,$200,thi state ha state park name for curt gowdi near buford buffalo bill near codi,wyom
3460,german scienc,$1000,nicolai produc thi diseas in anim by inject then with soil mayb watch their littl jaw lock,tetanu
3461,girl of song,$200,van morrison the door u2 laura branigan all sang about girl name thi,gloria
3462,that'll be the day,$200,if you 're eat king cake on mardi gra you 're chow down on thi day of the week,tuesday
3463,the jimmi carter experi,$1000,base in thi citi the carter center is all along the watchtow against diseas famin,atlanta
3464,geographi,$1000,on an alphabet list of world nation thi countri immedi follow the unit state,uruguay
3465,classic album,$1000,"simon garfunkel were a match set both dress in black on the cover of thi one thousand, nine hundred and sixty-eight album",bookend
3466,state capit,$200,thi seat of kent counti delawar is name for a citi in england 's counti of kent,dover
3467,guin world record,$1000,from top to bottom ed shelton rip fifty-five of these each with one forty-four page in three minut,phonebook
3468,go to h,$200,at best it 's a comput enthusiast at worst it 's one who illeg tap into your comput,hacker
3469,famou american,$200,by age thirteen thi microsoft co founder had read the entir world book encyclopedia through volum p,gate
3470,foreign anim nois,$1000,they say piv while steal havarti squitt squitt if they get into the provolon,mouse
3471,insid johnni gilbert,$1000,last name of one of our last three vice presid,gore
3472,"one thousand, nine hundred and sixty-eight",$200,in may student were demonstr at the sorbonn in pari at thi oldest univers in n y,columbia
3473,trail mix,$1000,"in the mid one thousand, eight hundred seventy zero mormon travel the mormon pioneer trail between nauvoo in thi state utah",illinoi
3474,fiction charact,$200,dure hi seven voyag he wa sold into slaveri met the cyclop got stuck on two desert island,sinbad
3475,colleg univers,$1000,thi west lafayett indiana school 's hall of music ha seat for more than six zero,purdu
3476,right by the number,$1000,it preced thirty-eight in the design of the u s armi 's lightn fighter plane of world war ii,p
3477,end in ch,$200,it can be a king a queen or a butterfli,monarch
